SYMBOL,UNDERLYING ASSET,OPEN,HIGH,LOW,PREV.CLOSE,LTP,CHNG,%CHNG,VOLUME,VALUE,NAV,52W H,52W L,30D %CHNG,365 D,365 D %CHNG,30 D
SILVER,Physical price of Silver,72.74,72.74,72.52,72.48,72.58,0.10,0.14,44,757,0.33,72.36,78.99,57.81,-3.55,18-Jan-2023,2.72,19-Dec-2023
LICNETFGSC,GSEC10 NSE Index,24.85,24.85,24.55,24.55,24.58,0.03,0.12,8,040,0.02,24.55,26.75,22.11,0.66,18-Jan-2023,8.05,19-Dec-2023
SILVERETF,UTI Silver Exchange Traded Fund (UTI Silver ETF),71.05,71.20,71.05,71.04,71.12,0.08,0.11,13,152,0.09,70.50,89.37,66.60,-3.66,-,-,19-Dec-2023
AXISBPSETF,Nifty AAA Bond Plus SDL Apr 2026 50:50 Index,11.80,11.80,11.44,11.44,11.45,0.01,0.09,11,085,0.01,11.45,13.30,10.05,0.62,18-Jan-2023,7.12,19-Dec-2023
EBBETF0430,Nifty BHARAT Bond,1,366.40,1,366.40,1,326.05,1,326.59,1,327.60,1.01,0.08,4,174,0.55,1,326.71,1,398.00,1,040.00,0.7,18-Jan-2023,7.54,19-Dec-2023
AXISILVER,Axis Silver ETF,72.42,72.97,72.41,72.39,72.43,0.04,0.06,1,997,0.01,71.31,79.48,62.81,-3.57,18-Jan-2023,3.19,19-Dec-2023
PHARMABEES,Nifty Pharma TRI,17.62,17.78,17.58,17.61,17.62,0.01,0.06,10,53,940,1.86,17.60,18.45,11.56,5.7,18-Jan-2023,37.47,19-Dec-2023
AXISHCETF,Nifty Healthcare Index,111.13,111.13,110.61,110.57,110.61,0.04,0.04,853,0.01,110.45,113.60,74.05,5.31,18-Jan-2023,36.35,19-Dec-2023
AXSENSEX,AXIS S&P BSE SENSEX ETF,72.12,72.40,72.08,72.05,72.08,0.03,0.04,571,-,71.72,85.00,57.20,0.32,-,-,19-Dec-2023
EBBETF0425,Nifty BHARAT Bond,1,213.15,1,213.15,1,177.56,1,177.83,1,178.01,0.18,0.02,1,360,0.16,1,178.53,1,213.15,1,099.20,0.61,18-Jan-2023,7.12,19-Dec-2023
LIQUID,Mirae Asset Nifty 1D Rate Liquid ETF,999.99,1,000.00,999.99,999.99,999.99,-,-,6,928,0.69,1,000.00,1,000.84,999.00,0,-,-,19-Dec-2023
GSEC10YEAR,Mirae Asset Nifty 8-13 yr G-Sec ETF,-,-,-,25.25,25.25,-,-,-,-,25.27,29.00,19.33,0.48,-,-,19-Dec-2023
HDFCLIQUID,HDFC Nifty 1D Rate Liquid ETF,1,000.01,1,000.01,999.99,1,000.01,1,000.01,-,-,11,-,1,000.00,1,020.00,980.00,0,-,-,19-Dec-2023
LIQUIDSBI,SBI NIFTY 1D Rate ETF,999.99,1,000.01,999.99,1,000.00,1,000.01,0.01,-,3,208,0.32,1,000.00,1,000.01,995.00,0,-,-,19-Dec-2023
LIQUIDIETF,S&P BSE Liquid Rate Index,999.98,1,000.00,999.98,999.99,1,000.00,0.01,-,89,543,8.95,1,000.00,1,200.00,981.35,-,-,-,-
KOTAKLIQ,Kotak Nifty 1D Rate Liquid ETF,-,-,-,999.99,999.99,-,-,-,-,1,000.00,1,004.00,999.00,0,-,-,19-Dec-2023
ABSLLIQUID,Aditya Birla Sun Life CRISIL Overnight Fund AI ETF,1,000.00,1,000.01,999.99,999.99,999.99,-,-,86,0.01,1,000.00,1,002.00,999.01,0,-,-,19-Dec-2023
EBBETF0433,BHARAT Bond ETF-April 2033,1,079.48,1,080.99,1,076.51,1,079.49,1,079.49,-,-,3,360,0.36,1,077.01,1,262.60,858.69,0.92,18-Jan-2023,7.21,19-Dec-2023
SDL26BEES,Nifty SDL Apr 2026 Top 20 Equal Weight Index,117.99,117.99,117.96,117.99,117.99,-,-,45,-,117.92,121.40,107.20,0.77,18-Jan-2023,7.14,19-Dec-2023
LIQUIDETF,Nifty1D rate index,1,000.00,1,000.01,999.99,999.99,999.99,-,-,56,626,5.66,1,000.00,1,045.00,995.30,0,18-Jan-2023,-,19-Dec-2023
TATAGOLD,Tata Gold Exchange Traded Fund,6.35,6.60,6.20,6.20,6.20,-,-,14,43,042,0.91,6.14,8.50,6.10,-,-,-,-
LIQUIDBEES,Government Securities,1,000.00,1,000.01,997.00,999.99,1,000.00,0.01,-,5,04,481,50.45,1,000.00,1,030.00,970.00,0,18-Jan-2023,-,19-Dec-2023
IVZINGOLD,Gold,-,-,-,5,495.00,5,495.00,-,-,-,-,5,480.67,5,714.50,4,883.00,-0.18,18-Jan-2023,8.78,19-Dec-2023
GILT5YBEES,Nifty 5 yr Benchmark G-Sec Index,54.56,54.57,54.48,54.51,54.50,-0.01,-0.02,95,308,0.52,54.50,56.15,49.15,0.74,18-Jan-2023,7.77,19-Dec-2023
MOGSEC,Nifty 5 yr Benchmark G-Sec Index,55.90,55.90,54.18,54.25,54.23,-0.02,-0.04,3,829,0.02,54.20,55.90,48.85,0.74,18-Jan-2023,7.55,19-Dec-2023
BBETF0432,Nifty BHARAT Bond Index - April 2032,1,107.07,1,107.70,1,107.02,1,107.50,1,107.02,-0.48,-0.04,5,548,0.61,1,108.31,1,325.38,844.00,0.44,18-Jan-2023,7.01,19-Dec-2023
SDL24BEES,Nifty CPSE Bond Plus SDL Sep 2024 50:50 Index,118.56,118.56,118.37,118.47,118.38,-0.09,-0.08,1,975,0.02,118.46,121.05,110.46,0.77,18-Jan-2023,7.21,19-Dec-2023
KOTAKMNC,Kotak Nifty MNC ETF,24.26,24.29,24.15,24.17,24.15,-0.02,-0.08,8,508,0.02,24.05,24.75,18.72,1.51,18-Jan-2023,20.85,19-Dec-2023
KOTAKSILVE,Kotak Silver ETF,70.85,70.85,70.22,70.86,70.80,-0.06,-0.08,4,348,0.03,70.48,79.00,60.60,-3.38,18-Jan-2023,3.75,19-Dec-2023
LTGILTBEES,NIFTY 8-13 yr G-Sec Index,24.93,24.94,24.92,24.97,24.94,-0.03,-0.12,2,44,686,0.61,24.92,25.40,22.40,0.64,18-Jan-2023,7.72,19-Dec-2023
ESILVER,Edelweiss Silver ETF,74.26,74.26,73.00,73.10,73.00,-0.10,-0.14,2,196,0.02,72.93,80.97,71.49,-3.52,-,-,19-Dec-2023
KOTAKNV20,Nifty50 Value 20,133.98,134.89,132.32,133.83,133.52,-0.31,-0.23,6,120,0.08,132.24,140.32,97.80,4.5,18-Jan-2023,28.67,19-Dec-2023
SETF10GILT,Nifty 10 yr Benchmark G-Sec Index,223.49,223.50,222.81,223.45,222.90,-0.55,-0.25,5,451,0.12,222.93,227.89,205.94,0.12,18-Jan-2023,8.08,19-Dec-2023
GSEC10IETF,ICICI Prudential Nifty 10 yr Benchmark G-Sec ETF,223.40,223.40,222.90,223.80,222.90,-0.90,-0.40,4,-,222.89,226.34,206.90,-,-,-,-
TATSILV,Tata Silver Exchange Traded Fund,7.13,8.00,7.05,7.12,7.08,-0.04,-0.56,3,25,529,0.23,7.06,9.17,7.00,-,-,-,-
DSPQ50ETF,Nifty Midcap 150 Quality 50 Index,211.12,211.40,209.87,212.48,210.86,-1.62,-0.76,1,648,0.03,209.20,215.15,151.15,3.94,18-Jan-2023,32.38,19-Dec-2023
KOTAKLOVOL,Kotak Nifty 100 Low Vol 30 ETF,17.84,17.84,17.63,17.83,17.65,-0.18,-1.01,17,181,0.03,17.55,18.55,12.55,4.09,18-Jan-2023,30.34,19-Dec-2023
LICNETFN50,Nifty 50,240.37,240.37,235.01,240.74,235.51,-5.23,-2.17,1,742,0.04,233.73,245.00,181.99,3.19,18-Jan-2023,23.24,19-Dec-2023
